Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Days Existed,Funding,Select Investors
Loom,"$2,000,000,000 ",5/20/2021,Internet software & services,San Francisco,United States,North America,2016,42320,"$204,000,000 ","Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst"
Mobile Premier League,"$2,000,000,000 ",9/15/2021,Internet software & services,Bengaluru,India,Asia,2018,42436,"$376,000,000 ","Sequoia Capital India, RTP Global, Go-Ventures"
Uala,"$2,000,000,000 ",8/13/2021,Fintech,Buenos Aires,Argentina,South America,2017,42404,"$544,000,000 ","Soros Fund Management, Ribbit Capital, Monashees+"
Wenheyou,"$2,000,000,000 ",4/17/2021,Other,Hunan,China,Asia,2013,42290,"$90,000,000 ","Sequoia Capital China, Warburg Pincus, IDG Capital"
Star Charge,"$2,000,000,000 ",5/19/2021,Auto & transportation,Changzhou,China,Asia,2014,42321,"$125,000,000 ","Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
ABL Space Systems,"$2,000,000,000 ",3/25/2021,Other,El Segundo,United States,North America,2017,42263,"$419,000,000 ","T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
Afiniti,"$2,000,000,000 ",4/14/2017,Artificial intelligence,Hamilton,Bermuda,North America,2006,40833,"$120,000,000 ",GAM Holding
ASAPP,"$2,000,000,000 ",5/19/2021,Artificial intelligence,New York,United States,North America,2014,42321,"$380,000,000 ","March Capital Partners, HOF Capital, Emergence Capital Partners"
BitSight Technologies,"$2,000,000,000 ",9/13/2021,Cybersecurity,Boston,United States,North America,2013,42439,"$401,000,000 ","Menlo Ventures, GGV Capital, Flybridge Capital Partners"
Cao Cao Mobility,"$2,000,000,000 ",1/17/2018,Auto & transportation,Hangzhou,China,Asia,2015,41102,"$744,000,000 ","People Electrical Appliance Group China, Zhongrong International Trust"
Capitolis,"$2,000,000,000 ",3/22/2022,Fintech,New York,United States,North America,2017,42625,"$282,000,000 ","Sequoia Capital, Index Ventures, S Capital"
Carbon,"$2,000,000,000 ",8/20/2015,Hardware,Redwood City,United States,North America,2013,40223,"$682,000,000 ","Google Ventures, Sequoia Capital, Wakefield Group"
Clio,"$2,000,000,000 ",4/27/2021,Internet software & services,Burnaby,Canada,North America,2008,42305,"$386,000,000 ","OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
Cresta,"$2,000,000,000 ",3/17/2022,Artificial Intelligence,San Francisco,United States,North America,2017,42620,"$151,000,000 ","Andreessen Horowitz, Greylock Partners, Sequoia Capital"
Exabeam,"$2,000,000,000 ",6/1/2021,Cybersecurity,Foster City,United States,North America,2013,42335,"$390,000,000 ","Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
ezCater,"$2,000,000,000 ",4/2/2019,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,41550,"$421,000,000 ","Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
HomeLight,"$2,000,000,000 ",9/2/2021,Fintech,San Francisco,United States,North America,2012,42429,"$219,000,000 ","Zeev Ventures, Menlo Ventures,Crosslink Capital"
HoneyBook,"$2,000,000,000 ",5/4/2021,Internet software & services,San Francisco,United States,North America,2013,42307,"$498,000,000 ","Norwest Venture Partners, Hillsven Capital, Aleph"
Infinidat,"$2,000,000,000 ",4/29/2015,Hardware,Waltham,United States,North America,2011,40112,"$325,000,000 ","TPG Growth, Goldman Sachs"
Mercury,"$2,000,000,000 ",7/3/2021,Fintech,San Francisco,United States,North America,2019,42361,"$152,000,000 ","Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
Paxos,"$2,000,000,000 ",4/29/2021,Fintech,New York,United States,North America,2012,42303,"$538,000,000 ","Liberty City Ventures, RRE Ventures, Mithril Capital Management"
SafetyCulture,"$2,000,000,000 ",5/3/2021,Internet software & services,Sydney,Australia,Oceania,2004,42315,"$222,000,000 ","Blackbird Ventures, IndexVentures, Tiger Global Management"
SmartHR,"$2,000,000,000 ",6/8/2021,Fintech,Tokyo,Japan,Asia,2013,42342,"$190,000,000 ","BEENEXT, World Innovation Lab, Light Street Capital"
Tonal,"$2,000,000,000 ",3/31/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,42271,"$450,000,000 ","Mayfield Fund, Shasta Ventures, L Catterton"
Truepill,"$2,000,000,000 ",10/27/2021,Health,Hayward,United States,North America,2016,42480,"$255,000,000 ","Initialized Capital, Sound Ventures, TI Platform Management"
Unite Us,"$2,000,000,000 ",3/16/2021,Health,New York,United States,North America,2014,42257,"$195,000,000 ","Insight Partners, Sequoia Capital, Index Ventures"
Verkada,"$2,000,000,000 ",1/29/2020,Cybersecurity,San Mateo,United States,North America,2016,41843,"$139,000,000 ","next47, First Round Capital, Sequoia Capital"
Wayflyer,"$2,000,000,000 ",2/1/2022,Fintech,Dublin,Ireland,Europe,2019,42574,"$236,000,000 ","QED Investors, DST Global, Left Lane Capital"
Zhubajie,"$2,000,000,000 ",6/16/2015,Internet software & services,Chongqing,China,Asia,2006,40165,"$445,000,000 ","Cybernaut Growth Fund, IDG Capital"
Transcarent,"$2,000,000,000 ",1/11/2022,Health,San Francisco,United States,North America,2020,42552,"$298,000,000 ","Alta Partners, General Catalyst, Jove Equity Partners"
Trader Interactive,"$2,000,000,000 ",5/12/2021,Other,Norfolk,United States,North America,2017,42311,"$624,000,000 ",Carsales
Glossier,"$2,000,000,000 ",3/19/2019,Consumer & retail,New York,United States,North America,2014,41529,"$266,000,000 ","Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
Hibob,"$2,000,000,000 ",10/12/2021,Internet software & services,Tel Aviv,Israel,Asia,2015,42466,"$274,000,000 ","Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
Jobandtalent,"$2,000,000,000 ",12/1/2021,Internet software & services,Madrid,Spain,Europe,2009,42522,"$902,000,000 ","Kibo Ventures, SoftBank Group, Atomico"
Optimism,"$2,000,000,000 ",3/17/2022,Internet software & services,San Francisco,United States,North America,2019,42618,"$179,000,000 ","Paradigm, Huobi Ventures, Andreessen Horowitz"
solarisBank,"$2,000,000,000 ",7/13/2021,Fintech,Berlin,Germany,Europe,2016,42374,"$403,000,000 ","Yabeo Capital, SBI Investment, Vulcan Capital"
WEMAKEPRICE,"$2,000,000,000 ",9/9/2015,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,40247,"$397,000,000 ","IMM Investment, NXC"
Alan,"$2,000,000,000 ",4/19/2021,Fintech,Paris,France,Europe,2016,42289,"$364,000,000 ","Index Ventures, Temasek, Portag3 Ventures"
Biren Technology,"$2,000,000,000 ",8/18/2020,Hardware,Shanghai,China,Asia,2019,42042,"$285,000,000 ","V FUND, IDG Capital, Green Pine Capital Partners"
Voodoo,"$2,000,000,000 ",8/17/2020,Other,Paris,France,Europe,2013,42047,"$517,000,000 ","Tencent Holdings, Goldman Sachs"
Carsome,"$2,000,000,000 ",7/12/2021,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,42374,"$577,000,000 ","Gobi Partners, 500 Startups, Ondine Capital"
CircleCI,"$2,000,000,000 ",5/11/2021,Internet software & services,San Francisco,United States,North America,2011,42316,"$315,000,000 ","Threshold Ventures, Baseline Ventures, Harrison Metal"
DealShare,"$2,000,000,000 ",1/27/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,42570,"$612,000,000 ","Alpha Wave Global, Matrix Partners India, Tiger Global Management"
DispatchHealth,"$2,000,000,000 ",3/3/2021,Health,Denver,United States,North America,2013,42245,"$403,000,000 ","Alta Partners, Questa Capital, Echo Health Venturesl"
Dragos,"$2,000,000,000 ",10/28/2021,Cybersecurity,Hanover,United States,North America,2016,42481,"$358,000,000 ","DataTribe, Energy Impact Partners, AllegisCyber Capital"
Gousto,"$2,000,000,000 ",11/3/2020,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,42126,"$311,000,000 ","MMC Ventures, BGF Ventures, Unilever Ventures"
H2O.ai,"$2,000,000,000 ",11/7/2021,Artificial intelligence,Mountain View,United States,North America,2011,42496,"$251,000,000 ","Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
Harness,"$2,000,000,000 ",1/14/2021,Artificial intelligence,San Francisco,United States,North America,2016,42194,"$195,000,000 ","Menlo Ventures, Alkeon Capital Management, Citi Ventures"
Harry's,"$2,000,000,000 ",2/16/2018,Consumer & retail,New York,United States,North America,2013,41134,"$792,000,000 ","Thrive Capital, Tiger Global Management, Temasek"
PAX,"$2,000,000,000 ",10/22/2018,Consumer & retail,San Francisco,United States,North America,2007,41388,"$542,000,000 ","Tao Capital Partners, Global Asset Capital, Tiger Global Management"
Productboard,"$2,000,000,000 ",2/2/2022,Internet software & services,San Francisco,United States,North America,2014,42580,"$261,000,000 ","Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
Reltio,"$2,000,000,000 ",11/4/2021,Data management & analytics,Redwood City,United States,North America,2011,42493,"$237,000,000 ","Crosslink Capital, .406 Ventures, Sapphire Ventures"
Spotter,"$2,000,000,000 ",2/16/2022,Fintech,Los Angeles,United States,North America,2019,42589,"$231,000,000 ","SoftBank Group, Access Industries, Crossbeam Venture Partners"
Vestiaire Collective,"$2,000,000,000 ",3/1/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2009,42247,"$663,000,000 ","Eurazeo, IDInvest Partners, Balderton Capital"
Wave,"$2,000,000,000 ",9/7/2021,Fintech,Dakar,Senegal,Africa,2018,42428,"$200,000,000 ","Stripe, Founders Fund, Partech Partners"
ZenBusiness,"$2,000,000,000 ",11/9/2021,Fintech,Austin,United States,North America,2015,42494,"$275,000,000 ","Greycroft, Lerer Hippeau, Geekdom Fund"
Bowery Farming,"$2,000,000,000 ",5/25/2021,Other,New York,United States,North America,2015,42326,"$497,000,000 ","Temasek, Google Ventures, General Catalyst"
Greenlight,"$2,000,000,000 ",9/24/2020,Fintech,Atlanta,United States,North America,2014,42084,"$557,000,000 ","Relay Ventures, TTV Capital, Canapi Ventures"
KeepTruckin,"$2,000,000,000 ",4/23/2019,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,41565,"$417,000,000 ","Google Ventures, Index Ventures, Scale Venture Partners"
Odoo,"$2,000,000,000 ",7/29/2021,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,42401,"$229,000,000 ","Summit Partners, Noshaq, Sofinnova Partners"
Skydance Media,"$2,000,000,000 ",2/11/2020,Other,Santa Monica,United States,North America,2010,41862,"$275,000,000 ","RedBird Capital Partners, CJ ENM, Tencent Holdings"
Uptake,"$2,000,000,000 ",10/27/2015,Artificial intelligence,Chicago,United States,North America,2014,40290,"$218,000,000 ","Revolution, New Enterprise Associates, Caterpillar"
MoMo,"$2,000,000,000 ",12/10/2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,42527,"$434,000,000 ","Goodwater Capital, Warburg Pincus, GS Growth"
Algolia,"$2,000,000,000 ",7/28/2021,Internet software & services,San Francisco,United States,North America,2012,42393,"$334,000,000 ","Accel, Alven Capital, Storm Ventures"
Pattern,"$2,000,000,000 ",10/6/2021,Internet software & services,Lehi,United States,North America,2013,42462,"$277,000,000 ","Knox Lane, Ainge Advisory, Carlson Private Capital Partners"
Spinny,"$2,000,000,000 ",11/24/2021,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,42509,"$509,000,000 ","General Catalyst, Eleation Capital, Avenir Growth Capital"
Trulioo,"$2,000,000,000 ",6/7/2021,Cybersecurity,Vancouver,Canada,North America,2011,42343,"$474,000,000 ","Blumberg Capital, American Express Ventures, BDC Venture Capital"
Zume,"$2,000,000,000 ",11/1/2018,Consumer & retail,Mountain View,United States,North America,2015,41390,"$423,000,000 ","Softbank Group, AME Cloud Ventures, SignalFire"
AIWAYS,"$2,000,000,000 ",4/16/2018,Auto & transportation,Shanghai,China,Asia,2017,41189,"$792,000,000 ","Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
Bitso,"$2,000,000,000 ",5/5/2021,Fintech,Mexico City,Mexico,North America,2014,42307,"$378,000,000 ","Pantera Capital, QED Investors, Coinbase Ventures"
BloomReach,"$2,000,000,000 ",2/23/2022,Artificial intelligence,Mountain View,United States,North America,2009,42606,"$422,000,000 ","Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
Current,"$2,000,000,000 ",4/27/2021,Fintech,New York,United States,North America,2015,42298,"$402,000,000 ","Expa, QED Investors, Foundation Capital"
Dialpad,"$2,000,000,000 ",10/6/2020,Internet software & services,San Francisco,United States,North America,2011,42099,"$400,000,000 ","Andreessen Horowitz, Google Ventures, Section 32"
G7 Networks,"$2,000,000,000 ",2/15/2022,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,42601,"$710,000,000 ","Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
Gympass,"$2,000,000,000 ",6/12/2019,Internet software & services,New York,United States,North America,2012,41616,"$525,000,000 ","General Atlantic, SoftBank Group, Atomico"
MUSINSA,"$2,000,000,000 ",11/11/2019,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,41779,"$287,000,000 ",Sequoia Capital
NuCom Group,"$2,000,000,000 ",2/22/2018,Other,Unterfoehring,Germany,Europe,2016,41137,"$550,000,000 ",General Atlantic
Reify Health,"$2,000,000,000 ",8/10/2021,Health,Boston,United States,North America,2012,42406,"$259,000,000 ","Sierra Ventures, Battery Ventures, Asset Management Ventures"
Diamond Foundry,"$2,000,000,000 ",3/29/2021,Other,San Francisco,United States,North America,2012,42272,"$351,000,000 ","Fashion Tech Lab, Fidelity Investments, Vast Ventures"
FullStory,"$2,000,000,000 ",8/4/2021,Internet software & services,Atlanta,United States,North America,2014,42398,"$172,000,000 ","Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
Lightricks,"$2,000,000,000 ",7/31/2019,Artificial intelligence,Jerusalem,Israel,Asia,2013,41664,"$305,000,000 ","Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
Opentrons,"$2,000,000,000 ",9/23/2021,Hardware,New York,United States,North America,2016,42446,"$240,000,000 ","SOSV, Khosla Ventures, Lerer Hippeau"
ZocDoc,"$2,000,000,000 ",8/20/2015,Health,New York,United States,North America,2007,40229,"$374,000,000 ","Founders Fund, Khosla Ventures, Goldman Sachs"
Accelerant,"$2,000,000,000 ",1/12/2022,Other,Colchester,United Kingdom,Europe,2018,42555,"$193,000,000 ","Deer Park Road, Altamont Capital Partners, Eldridge"
Huaqin Telecom Technology,"$2,000,000,000 ",10/8/2019,Mobile & telecommunications,Shanghai,China,Asia,2005,41741,"$298,000,000 ","Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
Addepar,"$2,000,000,000 ",6/15/2021,Fintech,Mountain View,United States,North America,2009,42353,"$676,000,000 ","8VC, D1 Capital Partners, Sway Ventures"
YITU Technology,"$2,000,000,000 ",3/8/2018,Artificial intelligence,Shanghai,China,Asia,2012,41155,"$401,000,000 ","Sequoia Capital China, Banyan Capital"
CloudWalk,"$2,000,000,000 ",9/8/2021,Fintech,Sao Paulo,Brazil,South America,2015,42432,"$345,000,000 ","Plug and Play Ventures, Valor Capital Group, DST Global"
Retool,"$2,000,000,000 ",12/22/2021,Internet software & services,San Francisco,United States,North America,2000,42552,"$96,000,000 ",Sequoia Capital
Volocopter,"$2,000,000,000 ",3/4/2022,Auto & transportation,Bruchsal,Germany,Europe,2011,42613,"$599,000,000 ","btov Partners, Geely, Intel Capital"
Acorns,"$2,000,000,000 ",3/9/2022,Fintech,Irvine,United States,North America,2012,42617,"$507,000,000 ","e.ventures, Bain Capital Ventures, Greycroft"
Aledade,"$2,000,000,000 ",1/19/2021,Health,Bethesda,United States,North America,2014,42201,"$295,000,000 ","Venrock, CVF Capital Partners, ARCH Venture Partners"
CoinSwitch Kuber,"$2,000,000,000 ",10/6/2021,Fintech,Bangalore,India,Asia,2017,42458,"$301,000,000 ","Tiger Global Management, Sequoia Capital India, Ribbit Capital"
ConcertAI,"$2,000,000,000 ",3/29/2022,Artificial Intelligence,Boston,United States,North America,2018,42631,"$300,000,000 ","Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
Eightfold.ai,"$2,000,000,000 ",10/27/2020,Internet software & services,Santa Clara,United States,North America,2016,42115,"$397,000,000 ","Foundation Capital, Institutional Venture Partners, General Catalyst"
FirstCry,"$2,000,000,000 ",2/7/2020,E-commerce & direct-to-consumer,Pune,India,Asia,2010,41858,"$441,000,000 ","SoftBank Group, SAIF Partners India, Valiant Capital Partners"
Forto,"$2,000,000,000 ",6/21/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,42352,"$593,000,000 ","Cherry Ventures, Northzone Ventures, Global Founders Capital"
GoCardless,"$2,000,000,000 ",2/8/2022,Fintech,London,United Kingdom,Europe,2011,42589,"$529,000,000 ","Accel, Passion Capital, Balderton Capital"
InVision,"$2,000,000,000 ",11/1/2017,Internet software & services,New York,United States,North America,2011,41029,"$349,000,000 ","FirstMark Capital, Tiger Global Management, ICONIQ Capital"
Jeeves,"$2,000,000,000 ",3/14/2022,Fintech,Orlando,United States,North America,2019,42615,"$268,000,000 ","Tencent Holdings, CRV, Clocktower Technology Ventures"
Medable,"$2,000,000,000 ",10/26/2021,Internet software & services,Palo Alto,United States,North America,2013,42482,"$507,000,000 ","GSR Ventures, Sapphire Ventures, Streamlined Ventures"
Moveworks,"$2,000,000,000 ",6/30/2021,Artificial intelligence,Mountain View,United States,North America,2016,42361,"$305,000,000 ","Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
